ksrid lea,agency name,site url,webarchive_url,lea-qid,reference,city,city-qid,latlon,street address,county,county-qid,zip code,lea type
SB978-337,Monterey Police Department,https://www.monterey.org,https://web.archive.org/web/19961111104240/http://www.monterey.org/,Q120751760,,Monterey,Q487315,"36.5982,-121.8965",,Monterey County,Q108072,,Police
SB978-339,Moraga Police Department,https://police.moraga.ca.us,https://web.archive.org/web/20091222091726/http://police.moraga.ca.us/,Q120751761,,Moraga,Q594122,"37.85356,-122.1277",,Contra Costa County,Q108058,,Police
SB978-340,Morgan Hill Police Department,https://morgan-hill.ca.gov,https://web.archive.org/web/19981205170655/http://www.morgan-hill.ca.gov/,Q120751762,,Morgan Hill,Q609084,"37.12608,-121.6619",,Santa Clara County,Q110739,,Police
SB978-341,Morro Bay Police Department,https://www.morro-bay.ca.us,https://web.archive.org/web/20000816204831/http://www.morro-bay.ca.us/,Q120751763,,Morro Bay,Q605491,"35.36692,-120.8468",,San Luis Obispo County,Q49014,,Police
SB978-342,Mountain View Police Department,https://mvpdpublicrecords.org,https://web.archive.org/web/20201016164716/https://mvpdpublicrecords.org/,Q98517133,,Mountain View,Q486860,"37.38967,-122.0816",,Santa Clara County,Q110739,,Police
SB978-345,Mt. Shasta Police Department,https://mtshastaca.gov,https://web.archive.org/web/20140202092559/http://mtshastaca.gov/,Q120751764,,Mount Shasta,Q987106,"41.314444,-122.311389",,Siskiyou County,Q156374,,Police
SB978-346,Murrieta Police Department,https://www.murrietaca.gov,https://web.archive.org/web/20160626190214/http://www.murrietaca.gov/,Q120751765,,Murrieta,Q838787,"33.55843,-117.2118",,Riverside County,Q108111,,Police
SB978-348,Napa County Sheriff's Department,https://www.countyofnapa.org,https://web.archive.org/web/20090804185625/http://www.countyofnapa.org/,Q120751766,,Napa,Q60537,"38.29911,-122.2854",,Napa County,Q108137,,Sheriff
SB978-349,Napa Police Department,https://www.cityofnapa.org,https://web.archive.org/web/19980112090319/http://www.cityofnapa.org/,Q120751767,,Napa,Q60537,"38.29911,-122.2854",,Napa County,Q108137,,Police
SB978-350,Napa Valley College Police Department,https://www.napavalley.edu,https://web.archive.org/web/20020718115104/http://www.napavalley.edu/,Q120751769,,Napa,Q60537,"38.29911,-122.2854",,Napa County,Q108137,,College/University
SB978-351,National City Police Department,https://www.nationalcityca.gov,https://web.archive.org/web/20080922135520/http://www.nationalcityca.gov/,Q113181252,,National City,Q430316,"32.67218,-117.1056",,San Diego County,Q108143,,Police
SB978-354,Nevada County Sheriff's Department,https://www.mynevadacounty.com,https://web.archive.org/web/20010929203155/http://mynevadacounty.com/,Q120751386,,Nevada City,Q667268,"39.26274,-121.0192",,Nevada County,Q109681,,Sheriff
SB978-355,Newark Police Department,https://www.newark.org,https://web.archive.org/web/19990125101600/http://www.newark.org/,Q7016725,,Newark,Q850812,"37.53682,-122.0303",,Alameda County,Q107146,,Police
SB978-356,Newman Police Department,http://www.cityofnewman.com,https://web.archive.org/web/19981206220516/http://www.cityofnewman.com/,Q120751770,,Newman,Q2836799,"37.31733,-121.022",,Stanislaus County,Q108503,,Police
SB978-357,Newport Beach Police Department,http://www.nbpd.org,https://web.archive.org/web/19991013102816/http://nbpd.org/,Q95983033,,Newport Beach,Q268873,"33.61703,-117.9303",,Orange County,Q5925,,Police
SB978-358,Novato Police Department,https://www.novato.org,https://web.archive.org/web/19981206104718/http://www.novato.org/,Q113181253,,Novato,Q851004,"38.10609,-122.5679",,Marin County,Q108117,,Police
SB978-359,Oakdale Police Department,https://www.oakdalegov.com,https://web.archive.org/web/20140404022403/http://www.oakdalegov.com/,Q120751771,,Oakdale,Q984607,"37.76841,-120.8482",,Stanislaus County,Q108503,,Police
SB978-361,Oakland Police Department,https://www.oaklandca.gov,https://web.archive.org/web/20180427023914/http://www.oaklandca.gov/,Q7074042,,Oakland,Q17042,"37.80508,-122.2731",,Alameda County,Q107146,,Police
SB978-363,Oakley Police Department,https://www.ci.oakley.ca.us,https://web.archive.org/web/19991012023626/http://ci.oakley.ca.us/,Q120751583,,Oakley,Q950912,"37.99638,-121.713",,Contra Costa County,Q108058,,Police
SB978-365,Oceanside Police Department,https://www.ci.oceanside.ca.us,https://web.archive.org/web/19980419193910/http://ci.oceanside.ca.us/,Q113181258,,Oceanside,Q488924,"33.19715,-117.3806",,San Diego County,Q108143,,Police
SB978-367,Ohlone Community College District Police Department,https://www.ohlone.edu,https://web.archive.org/web/20020816105839/http://www.ohlone.edu/,Q120751773,,Fremont,Q49220,"37.55148,-121.9833",,Alameda County,Q107146,,College/University
SB978-368,Ontario Police Department,https://cityofontario.app.box.com,,Q113181261,,Ontario,Q488134,"34.06457,-117.6481",,San Bernardino County,Q108053,,Police
SB978-370,Orange County District Attorney,http://orangecountyda.org,https://web.archive.org/web/20130802151836/http://orangecountyda.org,Q113181263,,Santa Ana,Q49244,"33.74958,-117.8745",,Orange County,Q5925,,District Attorney
SB978-373,Orange County Sheriff's Department/Coroner,https://www.ocsheriff.gov,https://web.archive.org/web/20201101032449/https://www.ocsheriff.gov/,Q120751774,,Santa Ana,Q49244,"33.74958,-117.8745",,Orange County,Q5925,,Sheriff
SB978-374,Orange Cove Police Department,http://cityoforangecove.com,https://web.archive.org/web/20031023010535/http://cityoforangecove.com/,Q120751775,,Orange Cove,Q83845,"36.62359,-119.3049",,Fresno County,Q271915,,Police
SB978-375,Orange Police Department,https://citydocs.cityoforange.org,https://web.archive.org/web/20010630232910/http://citydocs.cityoforange.org/,Q120751776,,Orange,Q491350,"33.78787,-117.8507",,Orange County,Q5925,,Police
SB978-376,Orland Police Department,http://cityoforland.com,https://web.archive.org/web/20091005002153/http://www.cityoforland.com/,Q120751777,,Orland,Q2679379,"39.7474,-122.1954",,Glenn County,Q271601,,Police
SB978-377,Oroville Police Department,https://www.cityoforoville.org,https://web.archive.org/web/20020806132319/http://www.cityoforoville.org/,Q120751778,,Oroville,Q850972,"39.51388,-121.5561",,Butte County,Q156181,,Police
SB978-378,Oxnard Police Department,https://sites.google.com,https://web.archive.org/web/20071225151834/http://sites.google.com/,Q120751779,,Oxnard,Q209338,"34.20034,-119.1801",,Ventura County,Q108127,,Police
SB978-379,Pacific Grove Police Department,https://www.cityofpacificgrove.org,https://web.archive.org/web/20140517042733/http://cityofpacificgrove.org/,Q120751780,,Pacific Grove,Q117514,"36.61933,-121.9186",,Monterey County,Q108072,,Police
SB978-381,Pacifica Police Department,https://www.cityofpacifica.org,https://web.archive.org/web/20070301053635/http://www.cityofpacifica.org/,Q120751781,,Pacifica,Q925925,"37.63527,-122.492",,San Mateo County,Q108101,,Police
SB978-382,Palm Springs Police Department,https://www.palmspringsca.gov,https://web.archive.org/web/20081111141308/http://www.palmspringsca.gov/,Q30668276,,Palm Springs,Q488004,"33.82321,-116.512",,Riverside County,Q108111,,Police
SB978-383,Palo Alto Police Department,https://www.cityofpaloalto.org,https://web.archive.org/web/20021002045829/http://www.cityofpaloalto.org/,Q120751391,,Palo Alto,Q47265,"37.44466,-122.1608",,Santa Clara County,Q110739,,Police
SB978-385,Palos Verdes Estates Police Department,https://www.pvestates.org,https://web.archive.org/web/20100815211728/http://www.pvestates.org/,Q120751782,,Palos Verdes Estates,Q948149,"33.786944,-118.396667",,Los Angeles County,Q104994,,Police
SB978-386,Paradise Police Department,https://www.townofparadise.com,https://web.archive.org/web/20000110195412/http://www.townofparadise.com/,Q120751783,,Paradise,Q387183,"39.75077,-121.6077",,Butte County,Q156181,,Police
SB978-388,Pasadena City College District Police Department,https://pasadena.edu,https://web.archive.org/web/20020602124107/http://www.pasadena.edu/,Q120751784,,Pasadena,Q485176,"34.14745,-118.1443",,Los Angeles County,Q104994,,College/University
SB978-389,Pasadena Police Department,https://www.cityofpasadena.net,https://web.archive.org/web/20010518103603/http://www.cityofpasadena.net/,Q7141557,,Pasadena,Q485176,"34.14745,-118.1443",,Los Angeles County,Q104994,,Police
SB978-390,Paso Robles Police Department,https://www.prcity.com,https://web.archive.org/web/20020928073158/http://www.prcity.com/,Q120751785,,Paso Robles,Q586528,"35.62541,-120.6913",,San Luis Obispo County,Q49014,,Police
SB978-392,Petaluma Police Department,https://cityofpetaluma.org,https://web.archive.org/web/20110627052025/http://www.cityofpetaluma.org/,Q120751786,,Petaluma,Q720087,"38.23247,-122.6444",,Sonoma County,Q108067,,Police
SB978-393,Piedmont Police Department,https://www.ci.piedmont.ca.us,https://web.archive.org/web/20010609133145/http://www.ci.piedmont.ca.us/,Q120751787,,Piedmont,Q570301,"37.82475,-122.2323",,Alameda County,Q107146,,Police
SB978-394,Pinole Police Department,http://pinoleca.hosted.civiclive.com,https://web.archive.org/web/20191121042915/http://pinoleca.hosted.civiclive.com/,Q120751788,,Pinole,Q629763,"38.00478,-122.2907",,Contra Costa County,Q108058,,Police
SB978-395,Pismo Beach Police Department,https://accesspismo.pismobeach.org,,Q120751789,,Pismo Beach,Q570287,"35.15666,-120.6678",,San Luis Obispo County,Q49014,,Police
SB978-396,Pittsburg Police Department,http://www.ci.pittsburg.ca.us,https://web.archive.org/web/19981202204133/http://www.ci.pittsburg.ca.us/,Q120751791,,Pittsburg,Q281248,"38.01946,-121.8885",,Contra Costa County,Q108058,,Police
SB978-397,Placentia Police Department,http://placentia.org,https://web.archive.org/web/19971221100030/http://placentia.org/,Q120751792,,Placentia,Q864130,"33.87121,-117.8602",,Orange County,Q5925,,Police
SB978-398,Placer County District Attorney,https://www.placer.ca.gov,https://web.archive.org/web/19961220000612/http://www.placer.ca.gov/,Q120751793,,Roseville,Q491340,"38.74897,-121.284",,Placer County,Q156353,,District Attorney
SB978-400,Placer County Sheriff's Department,https://www.placer.ca.gov,https://web.archive.org/web/19961220000612/http://www.placer.ca.gov/,Q120751794,,Roseville,Q491340,"38.74897,-121.284",,Placer County,Q156353,,Sheriff
SB978-401,Placerville Police Department,https://www.cityofplacerville.org,https://web.archive.org/web/20060225170315/http://www.cityofplacerville.org/,Q120751795,,Placerville,Q927485,"38.72791,-120.8033",,El Dorado County,Q108093,,Police
SB978-402,Pleasant Hill Police Department,http://www.ci.pleasant-hill.ca.us,https://web.archive.org/web/19981111190221/http://www.ci.pleasant-hill.ca.us/,Q120751796,,Pleasant Hill,Q950926,"37.94799,-122.0627",,Contra Costa County,Q108058,,Police
SB978-403,Pleasanton Police Services,https://www.cityofpleasantonca.gov,https://web.archive.org/web/20120309002619/http://www.cityofpleasantonca.gov/,Q120751797,,Pleasanton,Q747444,"37.65822,-121.8771",,Alameda County,Q107146,,Police
SB978-405,Plumas County Sheriff's Department,https://plumascounty.us,https://web.archive.org/web/20101009141010/http://www.plumascounty.us/,Q120751798,,Quincy,Q1979185,"39.93673,-120.9481",,Plumas County,Q156342,,Sheriff
SB978-406,Pomona Police Department,https://www.pomonaca.gov,https://web.archive.org/web/20210331221505/https://www.pomonaca.gov/,Q120751799,,Pomona,Q486868,"34.05499,-117.75",,Los Angeles County,Q104994,,Police
SB978-408,Port Hueneme Police Department,https://www.ci.port-hueneme.ca.us,https://web.archive.org/web/20010902203028/http://www.ci.port-hueneme.ca.us/,Q120751800,,Port Hueneme,Q983853,"34.15016,-119.1956",,Ventura County,Q108127,,Police
SB978-410,Porterville Police Department,http://www.ci.porterville.ca.us,https://web.archive.org/web/20010616215509/http://www.ci.porterville.ca.us/,Q120751801,,Porterville,Q927173,"36.07096,-119.0162",,Tulare County,Q109686,,Police
SB978-411,Red Bluff Police Department,http://www.rbpd.org,https://web.archive.org/web/20000817022947/http://www.rbpd.org/,Q120751802,,Red Bluff,Q546468,"40.17806,-122.2354",,Tehama County,Q109705,,Police
SB978-412,Redding Police Department,https://www.cityofredding.org,https://web.archive.org/web/20130914200634/http://cityofredding.org,Q120751803,,Redding,Q495361,"40.5876,-122.3925",,Shasta County,Q156350,,Police
SB978-413,Redlands Police Department,https://www.cityofredlands.org,https://web.archive.org/web/20020921183555/http://cityofredlands.org/,Q120751804,,Redlands,Q753830,"34.05538,-117.1826",,San Bernardino County,Q108053,,Police
SB978-414,Redondo Beach Police Department,https://www.redondo.org,https://web.archive.org/web/19970403215657/http://www.redondo.org/,Q120751805,,Redondo Beach,Q840678,"33.84468,-118.3876",,Los Angeles County,Q104994,,Police
SB978-415,Redwood City Police Department,https://www.redwoodcity.org,https://web.archive.org/web/19981202220632/http://www.redwoodcity.org/,Q7306487,,Redwood City,Q505549,"37.4845,-122.2277",,San Mateo County,Q108101,,Police
SB978-416,Reedley Police Department,https://reedley.ca.gov,https://web.archive.org/web/20080820011116/http://www.reedley.ca.gov/,Q120751807,,Reedley,Q984609,"36.5946,-119.4529",,Fresno County,Q271915,,Police
SB978-417,Rialto Police Department,https://rialtopolice.com,https://web.archive.org/web/20200318133810/https://rialtopolice.com/,Q7322140,,Rialto,Q289661,"34.10032,-117.3728",,San Bernardino County,Q108053,,Police
SB978-418,Richmond Police Department,https://www.ci.richmond.ca.us,https://web.archive.org/web/19980110071453/http://www.ci.richmond.ca.us/,Q7330944,,Richmond,Q495377,"37.93784,-122.3429",,Contra Costa County,Q108058,,Police
SB978-419,Ridgecrest Police Department,https://www.ridgecrest-ca.gov,https://web.archive.org/web/20081208070516/http://www.ridgecrest-ca.gov/,Q7332728,,Ridgecrest,Q862704,"35.62248,-117.6681",,Kern County,Q108047,,Police
SB978-420,Rio Dell Police Department,https://cityofriodell.ca.gov,https://web.archive.org/web/20181101055651/http://cityofriodell.ca.gov/,Q120751808,,Rio Dell,Q2544177,"40.49871,-124.1061",,Humboldt County,Q109651,,Police
SB978-422,Ripon Police Department,https://riponpd.org,https://web.archive.org/web/20020228022253/http://www.riponpd.org/,Q120751810,,Ripon,Q986098,"37.74161,-121.1355",,San Joaquin County,Q108499,,Police
SB978-423,Riverside Community College District Police Department,https://www.rccd.edu,https://web.archive.org/web/20140211003004/http://rccd.edu/,Q120751812,,Riverside,Q49243,"33.98171,-117.374",,Riverside County,Q108111,,College/University
SB978-426,Riverside County Sheriff's Department,https://www.riversidesheriff.org,https://web.archive.org/web/20040612185635/http://www.riversidesheriff.org/,Q7338470,,Riverside,Q49243,"33.98171,-117.374",,Riverside County,Q108111,,Sheriff
SB978-427,Riverside Police Department,https://riversideca.gov,https://web.archive.org/web/20040207122301/http://www.riversideca.gov/,Q7338578,,Riverside,Q49243,"33.98171,-117.374",,Riverside County,Q108111,,Police
SB978-428,Rocklin Police Department,https://www.rocklin.ca.us,https://web.archive.org/web/20060712094149/http://www.rocklin.ca.us/,Q120751813,,Rocklin,Q984599,"38.79016,-121.2346",,Placer County,Q156353,,Police
SB978-429,Rohnert Park Department of Public Safety,https://www.rpcity.org,https://web.archive.org/web/20010301194052/http://www.rpcity.org/,Q120751814,,Rohnert Park,Q986835,"38.34242,-122.7102",,Sonoma County,Q108067,,Police
SB978-430,Roseville Police Department,http://www.roseville.ca.us,https://web.archive.org/web/19980110011819/http://roseville.ca.us/,Q25345857,,Roseville,Q491340,"38.74897,-121.284",,Placer County,Q156353,,Police
SB978-431,Ross Police Department,https://www.townofross.org,https://web.archive.org/web/20000918103920/http://www.townofross.org/,Q120751815,,Ross,Q2747056,"37.96284,-122.556",,Marin County,Q108117,,Police
SB978-436,Sacramento County Sheriff's Department,https://www.sacsheriff.com,https://web.archive.org/web/19980205155656/http://sacsheriff.com/,Q7396971,,Sacramento,Q18013,"38.57944,-121.4908",,Sacramento County,Q108131,,Sheriff
SB978-437,Sacramento Police Department,https://www.cityofsacramento.org,https://web.archive.org/web/20000301060707/http://www.cityofsacramento.org/,Q7397012,,Sacramento,Q18013,"38.57944,-121.4908",,Sacramento County,Q108131,,Police
SB978-440,Saint Helena Police Department,https://www.cityofsthelena.org,https://web.archive.org/web/20121203050558/http://cityofsthelena.org/,Q120751816,,St. Helena,Q125733,"38.505278,-122.470278",,Napa County,Q108137,,Police
SB978-443,San Benito County Sheriff's Department,http://sbso.us,https://web.archive.org/web/20140107182541/http://sbso.us/,Q120751817,,Hollister,Q936919,"36.85254,-121.4034",,San Benito County,Q109656,,Sheriff
SB978-446,San Bernardino County Sheriff-Coroner,https://wp.sbcounty.gov,https://web.archive.org/web/20200721132258/https://wp.sbcounty.gov/,Q120751818,,San Bernardino,Q486168,"34.12717,-117.3348",,San Bernardino County,Q108053,,Sheriff
SB978-447,San Bernardino Police Department,http://www.sbcity.org,https://web.archive.org/web/20080908004519/http://www.sbcity.org/,Q120751819,,San Bernardino,Q486168,"34.12717,-117.3348",,San Bernardino County,Q108053,,Police
SB978-449,San Bruno Police Department,https://www.sanbruno.ca.gov,https://web.archive.org/web/20040109210813/http://sanbruno.ca.gov/,Q98517396,,San Bruno,Q667738,"37.62517,-122.4143",,San Mateo County,Q108101,,Police
SB978-456,San Diego County Sheriff's Department,https://www.sdsheriff.gov,https://web.archive.org/web/20210316015957/https://www.sdsheriff.gov/,Q7413633,,San Diego,Q16552,"32.71568,-117.1617",,San Diego County,Q108143,,Sheriff
SB978-457,San Diego Harbor Police Department,https://www.portofsandiego.org,https://web.archive.org/web/20020604175901/http://portofsandiego.org/,Q120751820,,San Diego,Q16552,"32.71568,-117.1617",,San Diego County,Q108143,,Port
SB978-458,San Diego Police Department,https://www.sandiego.gov,https://web.archive.org/web/20010302061204/http://www.sandiego.gov/,Q6580207,,San Diego,Q16552,"32.71568,-117.1617",,San Diego County,Q108143,,Police
SB978-460,San Fernando Police Department,https://ci.san-fernando.ca.us,https://web.archive.org/web/20000620031520/http://www.ci.san-fernando.ca.us/,Q113181297,,San Fernando,Q846406,"34.28406,-118.4384",,Los Angeles County,Q104994,,Police
SB978-463,San Francisco County Sheriff's Department,https://www.sfsheriff.com,https://web.archive.org/web/20031228164628/http://www.sfsheriff.com/,Q7414111,,San Francisco,Q62,"37.7557,-122.4428",,San Francisco,Q62,,Sheriff
SB978-465,San Francisco Police Department,https://www.sanfranciscopolice.org,https://web.archive.org/web/20110428132920/http://sanfranciscopolice.org/,Q1320247,,San Francisco,Q62,"37.7557,-122.4428",,San Francisco,Q62,,Police
SB978-466,San Gabriel Police Department,https://www.sangabrielcity.com,https://web.archive.org/web/20000520042533/http://www.sangabrielcity.com/,Q120751821,,San Gabriel,Q953437,"34.09723,-118.1084",,Los Angeles County,Q104994,,Police
SB978-469,San Joaquin County Probation Department,https://www.sjgov.org,https://web.archive.org/web/20040410071520/http://www.sjgov.org/,Q113181302,,Stockton,Q49240,"37.95373,-121.2905",,San Joaquin County,Q108499,,Probation
SB978-470,San Joaquin County Sheriff's Department,https://www.sjsheriff.org,https://web.archive.org/web/20080606010415/http://www.sjsheriff.org/,Q7414388,,French Camp,Q600331,"37.88484,-121.2712",,San Joaquin County,Q108499,,Sheriff
SB978-471,San Joaquin Delta College Police Department,https://www.deltacollege.edu,https://web.archive.org/web/20020214024518/http://www.deltacollege.edu/,Q120751822,,Stockton,Q49240,"37.95373,-121.2905",,San Joaquin County,Q108499,,College/University
SB978-472,San Jose Police Department,https://www.sjpd.org,https://web.archive.org/web/19961229074047/http://www.sjpd.org/,Q7414475,,San Jose,Q16553,"37.33865,-121.8854",,Santa Clara County,Q110739,,Police
SB978-475,San Leandro Police Department,https://www.sanleandro.org,https://web.archive.org/web/20100404114155/http://www.sanleandro.org/,Q120751823,,San Leandro,Q851034,"37.72832,-122.1586",,Alameda County,Q107146,,Police
SB978-477,San Luis Obispo County Sheriff's Department,http://www.slosheriff.org,https://web.archive.org/web/20000914061252/http://www.slosheriff.org/,Q120751824,,San Luis Obispo,Q49012,"35.28579,-120.6627",,San Luis Obispo County,Q49014,,Sheriff
SB978-478,San Luis Obispo Police Department,https://www.slocity.org,https://web.archive.org/web/20000823185516/http://www.slocity.org/,Q120751826,,San Luis Obispo,Q49012,"35.28579,-120.6627",,San Luis Obispo County,Q49014,,Police
SB978-479,San Marino Police Department,https://www.cityofsanmarino.org,https://web.archive.org/web/20010517204543/http://www.cityofsanmarino.org/,Q17509441,,San Marino,Q850869,"34.12215,-118.105",,Los Angeles County,Q104994,,Police
SB978-481,San Mateo County Sheriff's Office,https://www.smcsheriff.com,https://web.archive.org/web/19980523065628/http://www.smcsheriff.com/,Q120122745,,Redwood City,Q505549,"37.4845,-122.2277",,San Mateo County,Q108101,,Sheriff
SB978-482,San Mateo Police Department,https://www.cityofsanmateo.org,https://web.archive.org/web/20010404093841/http://www.cityofsanmateo.org/,Q98517245,,San Mateo,Q169943,"37.54704,-122.3148",,San Mateo County,Q108101,,Police
SB978-483,San Pablo Police Department,https://www.sanpabloca.gov,https://web.archive.org/web/20110126003708/http://sanpabloca.gov/,Q113181305,,San Pablo,Q983863,"37.96033,-122.3424",,Contra Costa County,Q108058,,Police
SB978-484,San Rafael Police Department,https://www.srpd.org,https://web.archive.org/web/19991013012957/http://srpd.org/,Q113181306,,San Rafael,Q631915,"37.97461,-122.5329",,Marin County,Q108117,,Police
SB978-485,San Ramon Police Department,https://www.sanramon.ca.gov,https://web.archive.org/web/20010331235859/http://www.sanramon.ca.gov/,Q113181308,,San Ramon,Q605472,"37.77945,-121.969",,Contra Costa County,Q108058,,Police
SB978-486,Sand City Police Department,https://www.sandcity.org,https://web.archive.org/web/19981207071120/http://www.sandcity.org/,Q113181309,,Sand City,Q2262091,"36.61405,-121.8506",,Monterey County,Q108072,,Police
SB978-487,Sanger Police Department,http://www.ci.sanger.ca.us,https://web.archive.org/web/20020601201942/http://www.ci.sanger.ca.us/,Q120751827,,Sanger,Q174427,"36.70887,-119.5564",,Fresno County,Q271915,,Police
SB978-488,Santa Ana Police Department,https://www.santa-ana.org,https://web.archive.org/web/20001018094541/http://santa-ana.org/,Q120751828,,Santa Ana,Q49244,"33.74958,-117.8745",,Orange County,Q5925,,Police
SB978-489,Santa Ana Unified School District Police Department,http://www.ci.sanger.ca.us,https://web.archive.org/web/20020601201942/http://www.ci.sanger.ca.us/,Q120751829,,Santa Ana,Q49244,"33.74958,-117.8745",,Orange County,Q5925,,School District
SB978-491,Santa Barbara County Sheriff's Department,https://www.sbsheriff.org,https://web.archive.org/web/19961228001941/http://www.sbsheriff.org/,Q120751830,,Santa Barbara,Q159288,"34.41938,-119.699",,Santa Barbara County,Q108106,,Sheriff
SB978-492,Santa Barbara Police Department,https://www.santabarbaraca.gov,https://web.archive.org/web/20040804210759/http://www.santabarbaraca.gov/,Q7419241,,Santa Barbara,Q159288,"34.41938,-119.699",,Santa Barbara County,Q108106,,Police
SB978-495,Santa Clara County Sheriff's Department,https://countysheriff.sccgov.org,https://web.archive.org/web/20221111172042/https://countysheriff.sccgov.org/,Q120751831,,San Jose,Q16553,"37.33865,-121.8854",,Santa Clara County,Q110739,,Sheriff
SB978-496,Santa Clara Police Department,https://www.santaclaraca.gov,https://web.archive.org/web/20071130222004/http://santaclaraca.gov/,Q98517741,,Santa Clara,Q159260,"37.35579,-121.9551",,Santa Clara County,Q110739,,Police
SB978-498,Santa Cruz County District Attorney,http://datinternet.co.santa-cruz.ca.us,https://web.archive.org/web/20091016064747/http://datinternet.co.santa-cruz.ca.us/,Q120751832,,Santa Cruz,Q159232,"36.97424,-122.031",,Santa Cruz County,Q108122,,District Attorney
SB978-499,Santa Cruz County Sheriff's Department,http://www.scsheriff.com,https://web.archive.org/web/20000120033321/http://www.scsheriff.com/,Q120751833,,Santa Cruz,Q159232,"36.97424,-122.031",,Santa Cruz County,Q108122,,Sheriff
SB978-500,Santa Cruz Police Department,https://www.cityofsantacruz.com,https://web.archive.org/web/20020628070207/http://cityofsantacruz.com/,Q120751834,,Santa Cruz,Q159232,"36.97424,-122.031",,Santa Cruz County,Q108122,,Police
SB978-501,Santa Fe Springs Police Services,https://www.cityofwhittier.org,https://web.archive.org/web/20020602124527/http://www.cityofwhittier.org/,Q120751835,Whittier Police Department,Santa Fe Springs,Q948045,"33.94649,-118.0838",,Los Angeles County,Q104994,,Police
SB978-502,Santa Maria Police Department,https://www.cityofsantamaria.org,https://web.archive.org/web/20031101024323/http://www.cityofsantamaria.org/,Q120751836,,Santa Maria,Q643953,"34.95313,-120.4345",,Santa Barbara County,Q108106,,Police
SB978-504,Santa Monica Police Department,https://www.santamonicapd.org,https://web.archive.org/web/19961227043532/http://santamonicapd.org/,Q17332595,,Santa Monica,Q47164,"34.01158,-118.4923",,Los Angeles County,Q104994,,Police
SB978-505,Santa Paula Police Department,https://spcity.org,https://web.archive.org/web/20030930122157/http://spcity.org/,Q120751837,,Santa Paula,Q985348,"34.35215,-119.0596",,Ventura County,Q108127,,Police
SB978-506,Santa Rosa Junior College Police Department,https://police.santarosa.edu,https://web.archive.org/web/20160309171631/http://police.santarosa.edu/,Q120751838,,Santa Rosa,Q212991,"38.43808,-122.7125",,Sonoma County,Q108067,,College/University
SB978-507,Santa Rosa Police Department,https://srcity.org,https://web.archive.org/web/20061006213118/http://www.srcity.org/,Q21016310,,Santa Rosa,Q212991,"38.43808,-122.7125",,Sonoma County,Q108067,,Police
SB978-508,Sausalito Police Department,https://www.sausalito.gov,https://web.archive.org/web/20170818114450/http://www.sausalito.gov/,Q120751839,,Sausalito,Q828729,"37.85924,-122.4886",,Marin County,Q108117,,Police
SB978-509,Scotts Valley Police Department,https://www.scottsvalleypd.com,https://web.archive.org/web/20000817022946/http://www.scottsvalleypd.com/,Q120751840,,Scotts Valley,Q598266,"37.04957,-122.0185",,Santa Cruz County,Q108122,,Police
SB978-510,Seal Beach Police Department,https://www.sealbeachca.gov,https://web.archive.org/web/20110126012247/http://sealbeachca.gov/,Q120751841,,Seal Beach,Q593039,"33.74256,-118.1052",,Orange County,Q5925,,Police
SB978-511,Seaside Police Department,http://www.ci.seaside.ca.us,https://web.archive.org/web/19970613042146/http://www.ci.seaside.ca.us/,Q120751842,,Seaside,Q986900,"36.6039,-121.853",,Monterey County,Q108072,,Police
SB978-512,Sebastopol Police Department,https://ci.sebastopol.ca.us,https://web.archive.org/web/20010410134950/http://www.ci.sebastopol.ca.us/,Q14683932,,Sebastopol,Q985264,"38.40179,-122.8251",,Sonoma County,Q108067,,Police
SB978-513,Selma Police Department,http://www.cityofselma.com,https://web.archive.org/web/20011127080107/http://www.cityofselma.com/,Q7448731,,Selma,Q983593,"36.56754,-119.6108",,Fresno County,Q271915,,Police
SB978-514,Shafter Police Department,https://www.shafter.com,https://web.archive.org/web/19961229213142/http://www.shafter.com/,Q120751843,,Shafter,Q985258,"35.50472,-119.2767",,Kern County,Q108047,,Police
SB978-517,Shasta County Sheriff's Department,https://www.co.shasta.ca.us,https://web.archive.org/web/19991127230449/http://www.co.shasta.ca.us/,Q120751844,,Redding,Q495361,"40.5876,-122.3925",,Shasta County,Q156350,,Sheriff
SB978-520,Sierra County Sheriff's Office,http://sierracounty.ca.gov,https://web.archive.org/web/20130621001204/http://www.sierracounty.ca.gov/,Q120751845,,Downieville,Q2261383,"39.56031,-120.8288",,Sierra County,Q156370,,Sheriff
SB978-521,Sierra Madre Police Department,https://www.cityofsierramadre.com,https://web.archive.org/web/20040904222029/http://www.cityofsierramadre.com/,Q18392019,,Sierra Madre,Q174026,"34.16187,-118.0572",,Los Angeles County,Q104994,,Police
SB978-522,Signal Hill Police Department,https://www.cityofsignalhill.org,https://web.archive.org/web/20070818165133/http://www.cityofsignalhill.org/,Q120751846,,Signal Hill,Q985349,"33.79677,-118.1677",,Los Angeles County,Q104994,,Police
SB978-523,Simi Valley Police Department,https://www.simivalley.org,https://web.archive.org/web/20000304111954/http://www.simivalley.org/,Q7517755,,Simi Valley,Q323414,"34.28946,-118.7177",,Ventura County,Q108127,,Police
SB978-525,Siskiyou County Sheriff's Department,https://www.co.siskiyou.ca.us,https://web.archive.org/web/19991103045516/http://www.co.siskiyou.ca.us/,Q120751847,,Yreka,Q2565455,"41.73122,-122.6357",,Siskiyou County,Q156374,,Sheriff
